,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
1343,Washington Pl & Broadway,40.72903917,-73.99404649,Thai,Top Thai Greenwich,4.5,1885,235 Sullivan St,(646) 726-4418,1,23,24
1344,Washington Pl & Broadway,40.72903917,-73.99404649,Japanese,Gyu-Kaku Japanese BBQ,4.0,1805,34 Cooper Sq,(212) 475-2989,1,23,24
1345,Washington Pl & Broadway,40.72903917,-73.99404649,Japanese,Ise Restaurant,4.5,633,63 Cooper Sq,(212) 228-4152,1,23,24
1346,Washington Pl & Broadway,40.72903917,-73.99404649,Cajun/Creole,theBoil,4.0,913,17 Waverly Pl,(646) 833-7110,1,23,24
1347,Washington Pl & Broadway,40.72903917,-73.99404649,Thai,Soothr,4.5,1103,204 E 13th St,(212) 844-9789,1,23,24
1348,Washington Pl & Broadway,40.72903917,-73.99404649,Italian,Vic's,4.5,584,31 Great Jones St,(212) 253-5700,1,23,24
1349,Washington Pl & Broadway,40.72903917,-73.99404649,French,Boucherie West Village,4.5,2266,99 7th Ave S,(212) 837-1616,1,23,24
1350,Washington Pl & Broadway,40.72903917,-73.99404649,French,Amélie,4.5,2915,22 W 8th St,(212) 533-2962,1,23,24
1351,Washington Pl & Broadway,40.72903917,-73.99404649,Thai,LoveMama,4.5,6513,174 2nd Ave,(212) 254-5370,1,23,24
1352,Washington Pl & Broadway,40.72903917,-73.99404649,American (New),White Oak Tavern,4.0,449,21 Waverly Pl,(212) 260-2604,1,23,24
1353,Washington Pl & Broadway,40.72903917,-73.99404649,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2074,95 1st Ave,(646) 791-5400,1,23,24
1354,Washington Pl & Broadway,40.72903917,-73.99404649,American (New),The Grid at Great Jones Distilling Co,4.5,32,686 Broadway,(332) 910-9877,1,23,24
1355,Washington Pl & Broadway,40.72903917,-73.99404649,French,Lafayette Grand Café & Bakery,3.5,1415,380 Lafayette St,(212) 533-3000,1,23,24
1356,Washington Pl & Broadway,40.72903917,-73.99404649,Italian,Misirizzi,4.5,205,36 E 4th St,(212) 375-0100,1,23,24
1357,Washington Pl & Broadway,40.72903917,-73.99404649,Korean,Thursday Kitchen,4.5,1767,424 E 9th St,(212) 375-0100,1,23,24
1358,Washington Pl & Broadway,40.72903917,-73.99404649,Japanese,BondST,4.0,1142,6 Bond St,(212) 777-2500,1,23,24
1359,Washington Pl & Broadway,40.72903917,-73.99404649,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884,1,23,24
1360,W 20 St & 7 Ave,40.74238787,-73.99726235,French,Loulou Petit Bistro & Speakeasy,4.0,523,176 8th Ave,(212) 337-9577,33,2,35
1361,W 20 St & 7 Ave,40.74238787,-73.99726235,Spanish,Socarrat Paella Bar - Chelsea,4.0,1289,259 W 19th St,(212) 462-1000,33,2,35
1362,W 20 St & 7 Ave,40.74238787,-73.99726235,American (New),Cafeteria,3.5,3617,119 7th Ave,(212) 414-1717,33,2,35
1363,W 20 St & 7 Ave,40.74238787,-73.99726235,Thai,Glur Thai,4.5,307,144 W 19th St,(212) 738-9898,33,2,35
1364,W 20 St & 7 Ave,40.74238787,-73.99726235,Seafood,Burger & Lobster - Flatiron NYC,4.0,5885,39 W 19th St,(646) 833-7532,33,2,35
1365,W 20 St & 7 Ave,40.74238787,-73.99726235,Thai,Thai Villa,4.5,4776,5 E 19th St,(212) 802-9999,33,2,35
1366,W 20 St & 7 Ave,40.74238787,-73.99726235,Georgian,Chama Mama - New York,4.5,684,149 W 14th St,(646) 438-9007,33,2,35
1367,W 20 St & 7 Ave,40.74238787,-73.99726235,Italian,Don Angie,4.5,761,103 Greenwich Ave,(212) 889-8884,33,2,35
1368,W 20 St & 7 Ave,40.74238787,-73.99726235,American (New),Gramercy Tavern,4.5,3381,42 E 20th St,(212) 477-0777,33,2,35
1369,W 20 St & 7 Ave,40.74238787,-73.99726235,Pizza,Olio e Più,4.5,4762,3 Greenwich Ave,(212) 243-6546,33,2,35
1370,W 20 St & 7 Ave,40.74238787,-73.99726235,American (New),Eleven Madison Park,4.5,2432,11 Madison Ave,(212) 889-0905,33,2,35
1371,W 20 St & 7 Ave,40.74238787,-73.99726235,Italian,Portale,4.5,173,126 W 18th St,(917) 781-0255,33,2,35
1372,W 20 St & 7 Ave,40.74238787,-73.99726235,Korean,Anytime Kitchen ,4.5,2710,23 W 32nd St,(646) 669-7733,33,2,35
1373,W 20 St & 7 Ave,40.74238787,-73.99726235,Dim Sum,Joy Love Club,4.5,142,232 8th Ave,(917) 388-3198,33,2,35
1374,W 20 St & 7 Ave,40.74238787,-73.99726235,Mexican,Temerario,4.0,377,198 8th Ave,(212) 645-2100,33,2,35
1375,W 20 St & 7 Ave,40.74238787,-73.99726235,Whiskey Bars,The Copper Still Chelsea,4.0,107,206 7th Ave,(646) 596-8975,33,2,35
1376,W 20 St & 7 Ave,40.74238787,-73.99726235,Bars,Motel Morris,4.0,250,132 7th Ave,(646) 880-4810,33,2,35
1377,W 20 St & 7 Ave,40.74238787,-73.99726235,Vegan,Willow Vegan Restaurant,4.5,331,199 8th Ave,(212) 929-2889,33,2,35
1378,W 20 St & 7 Ave,40.74238787,-73.99726235,Latin American,Counter & Bodega,4.0,274,216 7th Ave,(646) 870-0785,33,2,35
1379,W 20 St & 7 Ave,40.74238787,-73.99726235,Cuban,Calle Dao Chelsea,4.5,1040,461 W 23rd St,(212) 414-4104,33,2,35
1380,Pike St & Monroe St,40.71173107,-73.99193043,Diners,Golden Diner,4.5,429,123 Madison St,(917) 472-7800,11,13,24
1381,Pike St & Monroe St,40.71173107,-73.99193043,Mexican,Jajaja Mexicana,4.5,1200,162 E Broadway,(646) 883-5453,11,13,24
1382,Pike St & Monroe St,40.71173107,-73.99193043,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843,11,13,24
1383,Pike St & Monroe St,40.71173107,-73.99193043,Greek,Kiki's,4.0,831,130 Division St,(646) 882-7052,11,13,24
1384,Pike St & Monroe St,40.71173107,-73.99193043,Thai,Wayla,4.5,645,100 Forsyth St,(212) 206-2500,11,13,24
1385,Pike St & Monroe St,40.71173107,-73.99193043,Bars,Forget Me Not,4.0,207,138 Division St,(646) 707-3195,11,13,24
1386,Pike St & Monroe St,40.71173107,-73.99193043,Italian,Bacaro,4.0,428,136 Division St,(212) 941-5060,11,13,24
1387,Pike St & Monroe St,40.71173107,-73.99193043,Shanghainese,Joe's Shanghai,4.0,7216,46 Bowery St,(212) 233-8888,11,13,24
1388,Pike St & Monroe St,40.71173107,-73.99193043,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429,11,13,24
1389,Pike St & Monroe St,40.71173107,-73.99193043,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763,11,13,24
1390,Pike St & Monroe St,40.71173107,-73.99193043,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600,11,13,24
1391,Pike St & Monroe St,40.71173107,-73.99193043,Malaysian,Kopitiam,4.0,983,151 E Broadway,(646) 609-3785,11,13,24
1392,Pike St & Monroe St,40.71173107,-73.99193043,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452,11,13,24
1393,Pike St & Monroe St,40.71173107,-73.99193043,Cantonese,Wu's Wonton King,3.5,487,165 E Broadway,(212) 477-1111,11,13,24
1394,Pike St & Monroe St,40.71173107,-73.99193043,Seafood,Cervo's,4.0,133,43 Canal St,(212) 226-2545,11,13,24
1395,Pike St & Monroe St,40.71173107,-73.99193043,Italian,Gelso & Grand,4.5,1442,186 Grand St,(212) 226-1600,11,13,24
1396,Pike St & Monroe St,40.71173107,-73.99193043,Chinese,Super Taste,4.0,766,26 Eldridge St,(646) 283-0999,11,13,24
1397,Pike St & Monroe St,40.71173107,-73.99193043,Szechuan,Ye's Apothecary,4.5,356,119 Orchard St,(646) 283-0999,11,13,24
1398,Pike St & Monroe St,40.71173107,-73.99193043,Chinese,Chinese Tuxedo,4.0,473,5 Doyers St,(646) 355-8693,11,13,24
1399,Pike St & Monroe St,40.71173107,-73.99193043,Japanese,shabushabu Mayumon,4.5,88,115 Division St,(646) 476-7717,11,13,24
1400,Reade St & Broadway,40.71450451,-74.00562789,Cajun/Creole,1803 Nyc,4.0,791,82 Reade St,(212) 267-3000,3,54,57
1401,Reade St & Broadway,40.71450451,-74.00562789,Italian,Gran Morsi,4.5,477,22 Warren St,(212) 577-2725,3,54,57
1402,Reade St & Broadway,40.71450451,-74.00562789,American (New),Marc Forgione,4.5,1006,134 Reade St,(212) 941-9401,3,54,57
1403,Reade St & Broadway,40.71450451,-74.00562789,Laotian,Khe-Yo,4.0,958,157 Duane St,(212) 587-1089,3,54,57
1404,Reade St & Broadway,40.71450451,-74.00562789,American (New),Atera,4.5,331,77 Worth St,(212) 226-1444,3,54,57
1405,Reade St & Broadway,40.71450451,-74.00562789,American (New),Manhatta,4.5,639,28 Liberty St,(212) 230-5788,3,54,57
1406,Reade St & Broadway,40.71450451,-74.00562789,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429,3,54,57
1407,Reade St & Broadway,40.71450451,-74.00562789,Peruvian,Artesano Peruvian Cuisine,4.5,80,90 Chambers St,(212) 372-0297,3,54,57
1408,Reade St & Broadway,40.71450451,-74.00562789,Italian,Rubirosa,4.5,3130,235 Mulberry St,(212) 965-0500,3,54,57
1409,Reade St & Broadway,40.71450451,-74.00562789,Indian,Benares,4.0,650,45 Murray St,(212) 766-4900,3,54,57
1410,Reade St & Broadway,40.71450451,-74.00562789,Bars,Tiny's & The Bar Upstairs,4.0,671,135 W Broadway,(212) 374-1135,3,54,57
1411,Reade St & Broadway,40.71450451,-74.00562789,Dim Sum,Brooklyn Chop House,4.0,945,150 Nassau St,(212) 619-1200,3,54,57
1412,Reade St & Broadway,40.71450451,-74.00562789,Tacos,Los Tacos No. 1,4.5,403,136 Church St,(212) 619-1200,3,54,57
1413,Reade St & Broadway,40.71450451,-74.00562789,Italian,Gelso & Grand,4.5,1442,186 Grand St,(212) 226-1600,3,54,57
1414,Reade St & Broadway,40.71450451,-74.00562789,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763,3,54,57
1415,Reade St & Broadway,40.71450451,-74.00562789,Korean,Jungsik,4.5,753,2 Harrison St,(212) 219-0900,3,54,57
1416,Reade St & Broadway,40.71450451,-74.00562789,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600,3,54,57
1417,Reade St & Broadway,40.71450451,-74.00562789,Vegetarian,Nish Nush,4.5,812,88 Reade St,(212) 964-1318,3,54,57
1418,Reade St & Broadway,40.71450451,-74.00562789,Italian,Da Claudio,4.0,627,21 Ann St,(212) 285-2668,3,54,57
1419,Reade St & Broadway,40.71450451,-74.00562789,Pizza,Prince Street Pizza,4.5,5013,27 Prince St,(212) 966-4100,3,54,57
1420,Cherry St,40.71219906,-73.97948148,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452,28,0,28
1421,Cherry St,40.71219906,-73.97948148,Szechuan,Ye's Apothecary,4.5,356,119 Orchard St,(646) 678-5452,28,0,28
1422,Cherry St,40.71219906,-73.97948148,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843,28,0,28
1423,Cherry St,40.71219906,-73.97948148,Japanese,Kaikagetsu NYC,4.5,143,162 Orchard St,(646) 590-3900,28,0,28
1424,Cherry St,40.71219906,-73.97948148,Italian,Trapizzino,4.5,313,144 Orchard St,(212) 475-2555,28,0,28
1425,Cherry St,40.71219906,-73.97948148,Mexican,Jajaja Mexicana,4.5,1200,162 E Broadway,(646) 883-5453,28,0,28
1426,Cherry St,40.71219906,-73.97948148,Mexican,La Contenta,4.5,909,102 Norfolk St,(212) 432-4180,28,0,28
1427,Cherry St,40.71219906,-73.97948148,American (New),Sixty Three Clinton,4.5,136,63 Clinton St,(917) 663-6223,28,0,28
1428,Cherry St,40.71219906,-73.97948148,Thai,Thailicious,4.5,261,71 Clinton St,(646) 882-0343,28,0,28
1429,Cherry St,40.71219906,-73.97948148,Filipino,Pig and Khao,4.0,1897,68 Clinton St,(212) 920-4485,28,0,28
1430,Cherry St,40.71219906,-73.97948148,Bars,Izakaya Juraku,4.5,203,121 Ludlow St,(212) 477-0100,28,0,28
1431,Cherry St,40.71219906,-73.97948148,Pizza,Barano,4.5,322,26 Broadway,(347) 987-4500,28,0,28
1432,Cherry St,40.71219906,-73.97948148,Haitian,Rebel Restaurant and Bar,4.5,108,29 Clinton St,(973) 834-8126,28,0,28
1433,Cherry St,40.71219906,-73.97948148,Pizza,Alphonso's Pizzeria & Trattoria,4.0,156,525 Grand St,(212) 477-3367,28,0,28
1434,Cherry St,40.71219906,-73.97948148,Burgers,The Burgary,4.0,300,67 Clinton St,(212) 529-6900,28,0,28
1435,Cherry St,40.71219906,-73.97948148,American (New),Beauty & Essex,4.0,3866,146 Essex St,(212) 614-0146,28,0,28
1436,Cherry St,40.71219906,-73.97948148,Argentine,Balvanera,4.5,316,152 Stanton St,(917) 746-1660,28,0,28
1437,Cherry St,40.71219906,-73.97948148,Bakeries,Clinton Street Baking Company,4.0,5767,4 Clinton St,(646) 602-6263,28,0,28
1438,Cherry St,40.71219906,-73.97948148,Bars,Excuse My French,4.5,356,96 Orchard St,(212) 780-9600,28,0,28
1439,Cherry St,40.71219906,-73.97948148,German,Cafe Katja,4.5,837,79 Orchard St,(212) 219-9545,28,0,28
1440,Warren St & Court St,40.686371,-73.99383324,Thai,Lemongrass Brooklyn,4.0,948,156 Court St,(718) 522-9728,20,8,28
1441,Warren St & Court St,40.686371,-73.99383324,French,CAFÉ LULUc,4.0,1627,214 Smith St,(718) 625-3815,20,8,28
1442,Warren St & Court St,40.686371,-73.99383324,Italian,Verde on Smith,4.0,870,216 Smith St,(718) 222-1525,20,8,28
1443,Warren St & Court St,40.686371,-73.99383324,Wine Bars,June,4.0,209,231 Court St,(917) 909-0434,20,8,28
1444,Warren St & Court St,40.686371,-73.99383324,French,Levant on Smith,4.5,80,223 Smith St,(347) 689-3694,20,8,28
1445,Warren St & Court St,40.686371,-73.99383324,Lounges,Clover Club,4.0,863,210 Smith St,(718) 855-7939,20,8,28
1446,Warren St & Court St,40.686371,-73.99383324,Spanish,La Vara,4.0,421,268 Clinton St,(718) 422-0065,20,8,28
1447,Warren St & Court St,40.686371,-73.99383324,Italian,Gersi,4.5,360,316 Court St,(347) 889-5077,20,8,28
1448,Warren St & Court St,40.686371,-73.99383324,Indian,Indian Table,4.5,208,234 Court St,(347) 689-3882,20,8,28
1449,Warren St & Court St,40.686371,-73.99383324,Korean,SSAM,4.0,486,170 Smith St,(917) 909-1248,20,8,28
1450,Warren St & Court St,40.686371,-73.99383324,Latin American,Leyenda,4.0,319,221 Smith St,(347) 987-3260,20,8,28
1451,Warren St & Court St,40.686371,-73.99383324,Thai,Joya,3.5,1383,215 Court St,(718) 222-3484,20,8,28
1452,Warren St & Court St,40.686371,-73.99383324,Bakeries,Mia's Bakery,4.5,1092,139 Smith St,(347) 987-3194,20,8,28
1453,Warren St & Court St,40.686371,-73.99383324,American (New),Boutros,4.5,197,185 Atlantic Ave,(718) 403-0055,20,8,28
1454,Warren St & Court St,40.686371,-73.99383324,Mexican,Purepecha,4.5,93,213 Smith St,(347) 916-1227,20,8,28
1455,Warren St & Court St,40.686371,-73.99383324,Bars,Savelli,4.5,67,195 Smith St,(347) 889-7617,20,8,28
1456,Warren St & Court St,40.686371,-73.99383324,Cocktail Bars,Congress Bar,4.0,80,208 Court St,(347) 916-0802,20,8,28
1457,Warren St & Court St,40.686371,-73.99383324,Thai,Ghang Thai Kitchen,3.5,208,229 Court St,(718) 875-1369,20,8,28
1458,Warren St & Court St,40.686371,-73.99383324,Wine Bars,Big Tiny,4.5,81,244 Smith St,(718) 875-1369,20,8,28
1459,Warren St & Court St,40.686371,-73.99383324,Cocktail Bars,Shan,4.5,74,191 Smith St,(347) 294-4660,20,8,28
1460,E 98 St & Park Ave,40.78813,-73.95206,Cocktail Bars,Bar Goyana,4.5,50,177 E 100th St,(917) 213-4480,7,17,24
1461,E 98 St & Park Ave,40.78813,-73.95206,Bars,Earl's Beer & Cheese,4.5,628,1259 Park Ave,(212) 289-1581,7,17,24
1462,E 98 St & Park Ave,40.78813,-73.95206,Wine Bars,Da Capo,4.5,229,1392 Madison Ave,(646) 707-0684,7,17,24
1463,E 98 St & Park Ave,40.78813,-73.95206,Thai,Plue,5.0,24,1575 Lexington Ave,(929) 635-2456,7,17,24
1464,E 98 St & Park Ave,40.78813,-73.95206,Italian,Lexington Pizza Parlour,4.0,266,1590 Lexington Ave,(212) 722-7850,7,17,24
1465,E 98 St & Park Ave,40.78813,-73.95206,Latin American,Cascalote Latin Bistro,4.5,399,2126 2nd Ave,(646) 351-6574,7,17,24
1466,E 98 St & Park Ave,40.78813,-73.95206,Thai,Chu Ros Thai,4.5,194,1590 Lexington Ave,(917) 265-8432,7,17,24
1467,E 98 St & Park Ave,40.78813,-73.95206,Tex-Mex,Burritos y Mas NY Tex-Mex,4.0,209,1571 Lexington Ave,(646) 918-7478,7,17,24
1468,E 98 St & Park Ave,40.78813,-73.95206,Indian,The Drunken Munkey - UES,4.5,1340,338 E 92nd St,(646) 846-8986,7,17,24
1469,E 98 St & Park Ave,40.78813,-73.95206,Steakhouses,Ricardo Steak House,4.0,1471,2145 2nd Ave,(212) 289-5895,7,17,24
1470,E 98 St & Park Ave,40.78813,-73.95206,French,Table d'Hôte,4.0,171,44 E 92nd St,(212) 348-8125,7,17,24
1471,E 98 St & Park Ave,40.78813,-73.95206,South African,Kaia Wine Bar,4.0,530,1614 3rd Ave,(212) 722-0490,7,17,24
1472,E 98 St & Park Ave,40.78813,-73.95206,Seafood,Naughty Crab,4.0,172,1621 Lexington Ave,(646) 726-4446,7,17,24
1473,E 98 St & Park Ave,40.78813,-73.95206,Thai,MRS AN,4.0,137,173 E 99th St,(212) 933-9988,7,17,24
1474,E 98 St & Park Ave,40.78813,-73.95206,Sushi Bars,Sushi W,4.5,15,1513 Lexington Ave,(609) 629-9730,7,17,24
1475,E 98 St & Park Ave,40.78813,-73.95206,French,Pascalou,4.0,303,1308 Madison Ave,(212) 534-7522,7,17,24
1476,E 98 St & Park Ave,40.78813,-73.95206,Beer Bar,Alison,4.0,129,1651 Lexington Ave,(646) 876-1054,7,17,24
1477,E 98 St & Park Ave,40.78813,-73.95206,Sandwiches,Bread N Wine,4.5,70,1417 Lexington Ave,(646) 861-0070,7,17,24
1478,E 98 St & Park Ave,40.78813,-73.95206,Greek,Korali Estiatorio,4.0,255,1662 3rd Ave,(646) 964-5470,7,17,24
1479,E 98 St & Park Ave,40.78813,-73.95206,Chicken Wings,International Wings Factory,4.5,498,1762 1st Ave,(212) 348-2627,7,17,24
1480,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Indian,The Drunken Munkey - UES,4.5,1340,338 E 92nd St,(646) 846-8986,65,0,65
1481,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Thai,Bua Thai Ramen & Robata Grill,4.5,2319,1611 2nd Ave,(212) 879-7999,65,0,65
1482,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Irish,The Milton,4.0,491,1754 2nd Ave,(646) 682-7019,65,0,65
1483,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Greek,Korali Estiatorio,4.0,255,1662 3rd Ave,(646) 964-5470,65,0,65
1484,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Italian,Enzo Bruni La Pizza Gourmet,4.5,118,1827 2nd Ave,(917) 675-6867,65,0,65
1485,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,South African,Kaia Wine Bar,4.0,530,1614 3rd Ave,(212) 722-0490,65,0,65
1486,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,American (Traditional),Third Avenue Ale House,3.5,346,1644 3rd Ave,(646) 559-9131,65,0,65
1487,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Italian,Nick's Pizza,4.0,594,1814 2nd Ave,(212) 987-5700,65,0,65
1488,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Gastropubs,The District,3.0,414,1679 3rd Ave,(212) 289-2005,65,0,65
1489,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Thai,Thais New York,4.0,165,1750 2nd Ave,(212) 289-8889,65,0,65
1490,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Chicken Wings,International Wings Factory,4.5,498,1762 1st Ave,(212) 348-2627,65,0,65
1491,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Mexican,Tacos & Tequila,4.0,75,1742 2nd Ave,(646) 454-0029,65,0,65
1492,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Pizza,San Matteo Pizza and Espresso Bar,4.0,562,1739 2nd Ave,(212) 426-6943,65,0,65
1493,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Sandwiches,Bread N Wine,4.5,70,1417 Lexington Ave,(646) 861-0070,65,0,65
1494,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Chicken Wings,Chicken Insider,4.5,204,1752 2nd Ave,(646) 864-0034,65,0,65
1495,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Japanese,Isohama,4.0,224,1666 3rd Ave,(212) 828-0099,65,0,65
1496,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Chinese,A-jiao,4.0,155,1817 2nd Ave,(212) 828-8996,65,0,65
1497,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Thai,Bangrak - Thai Restaurant,4.5,47,1750 2nd Ave,(212) 289-8889,65,0,65
1498,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Italian,Pinocchio Restaurant,4.0,218,300 East 92 St,(212) 828-5810,65,0,65
1499,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,Vietnamese,Vietnaam,4.0,890,1700 2nd Ave,(212) 722-0558,65,0,65
1500,W 92 St & Broadway,40.7921,-73.9739,Italian,Carmine's Italian Restaurant - Upper West Side,4.0,1737,2450 Broadway,(212) 362-2200,12,9,21
1501,W 92 St & Broadway,40.7921,-73.9739,Bars,Dagon,4.0,227,2454 Broadway,(212) 873-2466,12,9,21
1502,W 92 St & Broadway,40.7921,-73.9739,Mexican,Taqueria 86,4.5,111,210 W 94th St,(917) 675-7727,12,9,21
1503,W 92 St & Broadway,40.7921,-73.9739,Comfort Food,Jacob's Pickles,4.0,5409,509 Amsterdam Ave,(212) 470-5566,12,9,21
1504,W 92 St & Broadway,40.7921,-73.9739,Cocktail Bars,Maison Pickle,4.5,1745,2315 Broadway,(212) 496-9100,12,9,21
1505,W 92 St & Broadway,40.7921,-73.9739,French,Amelie,4.5,296,566 Amsterdam Ave,(646) 422-7167,12,9,21
1506,W 92 St & Broadway,40.7921,-73.9739,Italian,Lucciola Italian Restaurant,4.5,98,621 Amsterdam Ave,(347) 536-1335,12,9,21
1507,W 92 St & Broadway,40.7921,-73.9739,Mediterranean,Bodrum,4.0,490,584 Amsterdam Ave,(212) 799-2806,12,9,21
1508,W 92 St & Broadway,40.7921,-73.9739,Japanese,Mido Japanese,4.0,273,612 Amsterdam Ave,(212) 877-0033,12,9,21
1509,W 92 St & Broadway,40.7921,-73.9739,Italian,Cibo e Vino,4.0,414,2418 Broadway,(212) 362-0096,12,9,21
1510,W 92 St & Broadway,40.7921,-73.9739,Vietnamese,Plum Vietnamese Restaurant,4.0,89,210 W 94th St,(646) 884-4289,12,9,21
1511,W 92 St & Broadway,40.7921,-73.9739,Italian,Gennaro,4.0,426,665 Amsterdam Ave,(212) 665-5348,12,9,21
1512,W 92 St & Broadway,40.7921,-73.9739,Mediterranean,Eléa,4.5,290,217 W 85th St,(212) 369-9800,12,9,21
1513,W 92 St & Broadway,40.7921,-73.9739,Tapas Bars,Buceo 95,4.0,481,201 W 95th St,(212) 662-7010,12,9,21
1514,W 92 St & Broadway,40.7921,-73.9739,Chicken Shop,Chick Chick,4.5,136,618 Amsterdam Ave,(212) 799-1026,12,9,21
1515,W 92 St & Broadway,40.7921,-73.9739,Bars,The Calaveras,4.5,231,949 Columbus Ave,(646) 484-6533,12,9,21
1516,W 92 St & Broadway,40.7921,-73.9739,Latin American,Pio Pio 6,3.5,817,702 Amsterdam Ave,(212) 665-3000,12,9,21
1517,W 92 St & Broadway,40.7921,-73.9739,Pizza,Little Italy Pizza,4.0,334,2476 Broadway,(212) 787-6700,12,9,21
1518,W 92 St & Broadway,40.7921,-73.9739,Cocktail Bars,Pekarna NYC,4.0,69,594 Amsterdam Ave,(646) 974-9070,12,9,21
1519,W 92 St & Broadway,40.7921,-73.9739,Steakhouses,Talia's Steakhouse & Bar,3.0,391,668 Amsterdam Ave,(212) 580-3770,12,9,21
1520,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Breakfast & Brunch,Silver Light Tavern,5.0,108,689 Lorimer St,(718) 963-0384,41,1,42
1521,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Italian,Lilia,4.0,1207,567 Union Ave,(718) 576-3095,41,1,42
1522,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,American (New),Traif,4.5,2035,229 S 4th St,(347) 844-9578,41,1,42
1523,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Steakhouses,DeStefano's Steakhouse,4.5,1025,593 Lorimer St,(718) 384-2836,41,1,42
1524,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,American (New),Bernie's,4.5,124,332 Driggs Ave,(347) 529-6400,41,1,42
1525,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Peruvian,Llama Inn,4.0,711,50 Withers St,(718) 387-3434,41,1,42
1526,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Mediterranean,Fandi Mata,3.5,339,74 Bayard St,(718) 388-8877,41,1,42
1527,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Pubs,TØRST,4.5,445,615 Manhattan Ave,(718) 389-6034,41,1,42
1528,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Breweries,TALEA Beer,4.5,130,87 Richardson St,(718) 389-6034,41,1,42
1529,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Breakfast & Brunch,Reunion,4.0,633,544 Union Ave,(718) 599-3670,41,1,42
1530,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Sushi Bars,Nami Nori,4.5,138,236 N 12th St,(917) 909-1299,41,1,42
1531,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Italian,Montesacro Pinseria Brooklyn,4.5,256,432 Union Ave,(347) 916-1062,41,1,42
1532,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Middle Eastern,Pita Palace,5.0,296,413 Graham Ave,(718) 383-0550,41,1,42
1533,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Moroccan,Cafe Mogador,4.5,1416,133 Wythe Ave,(718) 486-9222,41,1,42
1534,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Brazilian,Beco,4.0,372,45 Richardson St,(718) 599-1645,41,1,42
1535,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Mexican,Casa Publica,4.0,168,594 Union Ave,(718) 388-3555,41,1,42
1536,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Mexican,Xixa,4.5,679,241 S 4th St,(718) 388-8860,41,1,42
1537,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,Spanish,El Born,4.5,422,651 Manhattan Ave,(347) 844-9295,41,1,42
1538,Bayard St & Leonard St,40.71915571696044,-73.94885390996933,American (New),Five Leaves,4.0,1734,18 Bedford Ave,(718) 383-5345,41,1,42
